variable	Hazard_Ratio
GPR153	1.12
GPR160	1.13
GPX7	1.12
GRAMD2A	1.14
GRHL2	0.88
GRID1	1.12
GRM6	1.18
GRM7	0.9
GRPR	0.89
GSAP	0.88
GSDMC	0.89
GSTP1	1.13
GTF2A1L	1.14
GTF3C2	1.12
GTPBP4	1.12
GTSF1L	0.87
GYS2	0.85
H1.10	1.14
H2AB1	1.13
H2AC15	0.88
H2AC16	0.9
H2AC17	0.89
H2AC19	0.88
H2BC5	0.88
H2BC7	0.89
H3.4	1.18
H4C4	0.89
HACD4	1.12
HAND2	1.12
HCCS	1.13
HDHD3	1.12
HEBP2	0.9
HECTD3	0.88
HELB	0.88
HEPACAM	0.89
HERC4	0.89
HES1	1.14
HEXB	0.9
HFM1	1.12
HHIPL1	1.13
HHLA3	1.13
HIC2	1.12
HMGN5	0.89
HMOX1	0.89
HMOX2	1.12
HMX1	1.18
HNRNPD	1.14
HNRNPM	0.88
HOXB4	1.14
HS3ST4	0.87
HSDL1	1.13
HSFX2	1.15
HSFX4	1.18
HSFY1	1.15
HSPA1L	0.9
HSPA8	1.12
HSPB2	1.13
HTD2	1.13
HTR6	0.88
HTRA1	0.88
HUS1	1.14
IARS1	1.14
IBA57	1.13
ICAM3	0.9
ICAM4	0.88
ICAM5	1.12
ID2	0.88
IDI1	0.89
IER5	1.12
IFIT1B	0.89
IFIT3	0.89
IGF1	0.89
IGFL4	1.13
IGSF22	1.12
IGSF3	1.12
IKZF2	0.88
IL11RA	0.89
IL22RA1	0.88
IL23A	0.9
IL27	0.88
IL7	0.9
INCA1	1.12
INHA	1.14
INHBB	1.13
INHBC	1.14
INO80D	0.88
INPP5B	0.89
INSC	1.14
INSM1	0.89
INTS11	1.14
IPO13	1.12
IQCA1	0.88
IQCD	0.88
IQCJ.SCHIP1	1.14
ISG20L2	1.14
ITGB1	1.14
ITIH3	0.89
ITPA	1.13
ITPKA	1.12
JADE3	0.88
JMJD8	1.13
JPT1	1.13
KANSL1	0.88
KANSL1L	1.13
KARS1	0.89
KAT5	0.89
KATNAL2	1.14
KBTBD11.OT1	0.88
KCNC4	0.89
KCNE3	1.11
KCNE4	0.88
KCNG2	0.89
KCNJ4	1.14
KHNYN	0.88
KIAA0232	1.12
KIAA1109	0.88
KIAA1841	0.9
KIF17	0.88
KIF22	0.89
KIF24	1.14
KIF2A	0.89
KIF2C	1.13
KIF5C	0.89
KITLG	0.88
KLC2	1.14
KLC4	1.13
KLF5	0.9
KLHL10	0.89
KLHL23	1.12
KLHL24	1.14
KLHL3	0.89
KLHL30	1.12
KLHL42	1.13
KLK3	1.24
KLK6	1.14
KLLN	1.14
KLRC2	0.9
KMT5A	0.89
KPNA1	1.14
KPNA6	0.89
KRT31	0.87
KRT72	0.88
KRT79	0.89
KRT84	0.8
KRTAP10.5	0.81
KRTAP5.1	1.15
KRTAP5.9	0.89
L2HGDH	1.14
LAMB3	0.88
LAMB4	0.9
LAMC3	1.13
LAT2	0.88
LBR	0.9
LBX2	1.13
LCE1B	1.13
LCLAT1	1.14
LECT2	1.19
LEFTY2	0.88
LGALS8	0.89
LGI4	1.13
LGSN	0.88
LIM2	0.83
LINC00634	1.13
LIPM	1.14
LMNA	0.88
LMNB2	1.12
LMNTD2	1.12
LMO2	0.89
LONRF3	0.89
LOXL4	1.12
LPAR2	0.88
LPAR5	0.88
LRBA	0.89
LRG1	1.13
LRIG2	0.89
LRP1B	0.89
LRP4	1.13
LRRC14B	1.13
LRRC55	0.89
LRRC69	1.13
LRRC8B	0.9
LRRC9	1.13
LRRIQ1	1.13
LSAMP	1.12
LSR	0.89
LTBP4	0.88
LY6G5B	1.12
LYPD8	1.13
LYST	0.88
MAB21L1	1.14
MAB21L3	0.89
MADCAM1	1.11
MAGEB1	0.86
MAGED4	1.13
MALRD1	0.89
MANF	1.13
MAP1LC3B	1.13
MAP3K1	0.89
MAP4K5	0.9
MAP6D1	1.12
MAPK11	1.12
MAPK7	1.13
MAPK8	1.13
MAPK8IP3	0.88
MARCHF3	1.13
MAS1	0.88
MAST1	1.12
MAZ	1.12
MBD5	0.88
MBNL1	0.89
MCPH1	0.88
MCTS2P	0.89
MED11	1.13
MED12	0.89
MED19	1.14
MEF2D	0.88
MEOX1	1.11
MEPE	1.16
METTL14	0.88
METTL7A	0.9
MEX3C	1.12
MFSD12	0.9
MFSD4A	0.89
MIA	1.13
MIB1	0.88
MICALL1	1.11
MINDY3	1.12
MINDY4	1.13
MINPP1	1.13
MKRN2OS	1.13
MLLT3	0.88
MLLT6	0.89
MMADHC	1.13
MMP27	0.89
MMS19	1.13
MNX1	0.89
MOB2	0.9
MOB3C	0.89
MOBP	0.87
MORC3	0.89
MORF4L1	1.12
MOSPD3	1.12
MPDU1	1.14
MREG	1.11
MRGPRE	1.13
MRGPRF	0.89
MRM3	1.12
MRPL18	1.14
MRPL20	1.12
MRPL52	1.14
MRPS12	1.14
MRPS15	1.13
MRPS34	1.14
MSH4	1.14
MSL3	0.9
MSX1	1.11
MT1E	0.89
MTARC1	1.13
MTFR2	0.88
MTMR3	0.88
MTMR9	1.12
MTRES1	0.89
MTRNR2L6	1.16
MTUS2	0.88
MXD4	1.13
MYEF2	0.9
MYH13	1.13
MYH14	1.12
MYL4	1.13
MYO1C	0.89
NAA40	1.14
NAALADL1	0.88
NAGLU	0.89
NAPRT	1.12
NBDY	1.13
NBEAL1	0.88
NCEH1	0.89
NCOA5	1.13
NCS1	1.14
NDFIP1	1.12
NDUFA13	0.9
NDUFAF2	1.14
NEFM	0.9
NEK3	1.13
NEK4	0.88
NELL1	1.12
NETO1	0.88
NFIL3	1.12
NFS1	1.12
NHEJ1	1.12
NINJ1	1.13
NIPSNAP1	1.12
NKAP	1.14
NKAPD1	1.11
NKX2.3	1.15
NLGN1	1.12
NLRX1	0.9
NME1.NME2	1.13
NOC2L	1.13
NOC3L	1.13
NOCT	1.12
NOP10	0.89
NOSTRIN	0.89
NOTCH2NLR	0.89
NOTCH4	0.88
NOXO1	1.12
NPAT	0.9
NPIPA9	0.89
NPIPB13	0.88
NPPA	1.14
NPR2	1.12
NPW	1.13
NQO2	1.12
NR2E3	1.12
NRK	0.88
NSFL1C	1.12
NSMCE3	1.14
NSRP1	1.13
NT5DC2	1.13
NTAN1	0.89
NUAK1	0.89
NUDT16	1.12
NUDT16L1	1.14
NUP160	0.88
NUP188	0.88
NUP210L	1.13
NUPR2	0.76
NXPE4	0.87
OAT	0.89
OBSCN	0.88
ODF4	1.27
OLFM1	0.9
OLFML1	0.9
OMA1	0.88
OPLAH	1.12
OPRD1	1.11
OR10D3	0.87
OR10H1	0.81
OR11H12	1.13
OR13C2	0.84
OR1B1	0.88
OR1L3	1.17
OR1N2	0.89
OR2B6	1.13
OR2F2	0.81
OR2K2	0.85
OR2L2	0.9
OR2T4	0.83
OR4D1	0.89
OR4F17	1.17
OR4F6	0.85
OR51E2	1.13
OR51I1	0.89
OR52E6	0.88
OR56A1	1.14
OR56A3	1.17
OR5B12	0.85
OR5K2	1.18
OR9A2	0.88
ORAI2	1.12
ORM2	1.12
OTOL1	1.16
OTOP3	1.22
OXCT2	0.89
OXT	1.13
P2RX5.TAX1BP3	0.88
P2RY4	0.89
PABPC3	1.12
PACC1	1.13
PADI1	1.13
PAK6	0.89
PARP2	0.9
PAX7	1.14
PBX3	0.89
PCDHA10	1.11
PCDHA8	1.14
PCDHB4	1.13
PCDHB8	1.13
PCDHGA7	1.14
PCM1	0.9
PCOLCE2	1.12
PCYOX1	1.14
PCYOX1L	0.89
PDCL	1.13
PDE3A	1.12
PDE6H	1.14
PDGFD	1.13
PDK2	0.88
PDZD9	1.17
PEAR1	1.12
PECR	0.89
PERM1	0.88
PET117	1.12
PEX1	0.89
PEX10	1.13
PFKFB3	1.12
PGAM5	1.13
PGAP6	1.12
PGPEP1L	0.86
PHAX	1.12
PHF21A	0.88
PI4K2A	1.12
PIAS1	0.9
PICALM	0.88
PIFO	1.13
PIGG	0.89
PIH1D2	1.12
PIK3C2A	1.13
PIK3IP1	0.89
PIK3R3	1.13
PILRB	0.9
PLA2G15	1.13
PLAA	0.88
PLAGL1	0.9
PLCZ1	1.25
PLEKHA6	0.88
PLEKHG6	1.12
PLEKHH3	1.14
PLEKHS1	1.14
PLG	0.89
PLIN2	1.14
PLTP	0.89
PLVAP	0.89
PMM1	1.13
PMS1	0.88
PNISR	0.89
PNLIPRP3	0.9
PNMA3	0.9
PNPLA1	1.13
PNPO	0.89
POLK	1.12
POLQ	0.9
POLR2J3	0.9
POMZP3	0.89
POTEH	0.89
POU6F2	0.89
PPA1	0.88
PPFIA3	1.13
PPIG	0.88
PPIL2	0.88
PPIP5K2	0.9
PPM1D	1.13
PPM1L	0.88
PPP1R12B	0.9
PPP1R15B	1.14
PPP1R18	0.88
PPP1R27	1.14
PPP1R37	1.12
PPP1R9B	0.89
PPP2R3A	0.88
PPP2R5A	1.13
PPP3CB	0.88
PPP3R1	1.11
PPP6R3	0.9
PPT2.EGFL8	0.9
PPTC7	1.13
PRDM7	0.88
PRICKLE4	0.89
PRIM1	1.12
PRND	0.88
PRODH	0.89
PROM1	1.14
PROSER1	0.89
PROSER2	1.13
PROZ	1.14
PRR12	0.89
PRR14L	0.9
PRR15L	1.15
PRR16	1.12
PRR23D2	0.89
PRSS12	0.89
PRSS21	0.89
PRSS56	1.15
PRTFDC1	0.89
PRYP3	0.85
PSAPL1	1.14
PSD3	1.12
PSMA6	0.9
PSMA8	0.88
PTGDR2	1.12
PTGES	1.13
PTGES2	1.14
PTGR1	1.12
PTHLH	1.13
PTP4A1	1.14
PTPMT1	0.88
PTPN13	1.13
PTPN5	0.89
PTPRF	1.14
PTPRG	1.12
PTS	1.13
PTX3	1.13
PUS3	1.13
PXDC1	1.13
PYGO2	1.12
QKI	1.11
QRFPR	1.12
QSOX2	1.14
RAB11FIP2	0.9
RAB17	1.12
RAB2B	1.13
RAB31	1.13
RAB35	1.12
RAB3IL1	1.12
RAB40C	1.12
RAB41	1.15
RAB42	1.13
RAB9A	1.14
RAD51	0.89
RAD54L	0.88
RADIL	1.12
RAG1	0.89
RAI1	0.88
RAI2	0.89
RAMP1	1.11
RANBP17	1.12
RANGAP1	1.13
RAP2A	1.14
RAP2C	1.12
RAPH1	0.89
RASGRP4	0.9
RASL11B	1.14
RBBP6	0.88
RBBP8	0.88
RBM20	1.14
RBM28	0.88
RBM34	1.12
RBM46	1.12
RBM8A	0.89
RBP1	0.9
RC3H1	0.88
RDH13	1.11
RDH14	0.88
RDX	1.13
REG3G	1.13
RETREG2	1.13
REV3L	1.14
REX1BD	1.11
REXO1	0.9
RFT1	1.12
RGPD5	0.88
RHBDD2	1.13
RHOQ	1.12
RHOT1	1.11
RIC1	0.89
RICTOR	0.89
RIMBP3C	0.89
RIN2	0.88
RIN3	0.9
RIPK4	1.11
RMND5B	1.14
RNF103.CHMP3	0.88
RNF214	0.88
RNF216	1.11
ROR1	1.12
RPA4	0.89
RPF2	1.13
RPGR	0.89
RPL11	1.12
RPL18	1.12
RPL23A	1.12
RPL39L	1.12
RPN2	1.13
RPS9	1.14
RPUSD2	1.14
RRBP1	0.89
RREB1	0.88
RRM2	1.12
RSBN1	0.89
RSL1D1	1.13
RSPO2	1.12
RTEL1	0.89
RTF1	0.89
RTN4R	0.89
RTRAF	1.13
RTTN	0.88
RYR2	0.88
S100A11	0.89
SALL1	1.12
SALL4	1.12
SAMD4A	0.89
SAMD4B	1.14
SARDH	0.88
SART3	0.89
SATB1	0.89
SBF1	0.89
SBNO1	0.9
SBSN	0.88
SCAMP2	1.12
SCD	1.11
SCGB2B2	0.89
SCGN	0.88
SCHIP1	1.13
SCN2A	0.89
SCN4A	0.89
SDE2	1.12
SDHAF1	1.12
SDHB	0.88
SEC13	1.14
SEC23A	0.88
SEC23B	0.89
SEC24B	0.89
SECISBP2	1.12
SELENOV	1.14
SEMA3E	1.13
SEMA5B	1.13
SEPTIN12	0.85
SERINC4	1.11
SERINC5	1.12
SERPINA1	0.89
SERPINB11	0.8
SERPINB12	1.12
SERPIND1	1.12
SERTM1	1.14
SETD2	0.9
SETMAR	1.13
SETX	0.89
SF3B1	0.89
SFSWAP	0.88
SFTPA2	1.14
SGCG	0.89
SH2B1	1.12
SH2D4A	1.13
SH3BP2	0.89
SH3BP5L	1.13
SH3GLB1	0.88
SH3YL1	1.13
SHB	1.14
SHC3	1.11
SHISAL1	1.12
SHKBP1	0.88
SIGLEC5	0.88
SIKE1	1.14
SIN3A	0.89
SIN3B	0.88
SIRPA	0.88
SIRT3	1.14
SKOR1	0.88
SKP2	1.12
SLC12A4	0.88
SLC13A3	1.12
SLC16A2	1.14
SLC17A4	1.2
SLC1A5	1.12
SLC1A7	0.88
SLC22A24	1.33
SLC25A31	0.85
SLC25A34	1.13
SLC26A1	1.12
SLC26A9	0.88
SLC27A5	0.89
SLC2A2	1.14
SLC30A6	1.12
SLC30A7	0.9
SLC32A1	0.84
SLC35D2	1.12
SLC35F1	0.89
SLC35F4	1.15
SLC35G3	0.82
SLC37A2	0.89
SLC38A9	0.89
SLC3A2	1.13
SLC45A4	1.14
SLC46A1	0.89
SLC50A1	1.12
SLC5A12	0.88
SLC5A7	0.83
SLC5A9	1.12
SLC6A1	1.12
SLC6A18	1.34
SLC7A4	1.13
SLC9A1	0.9
SLC9A3R2	0.89
SLC9C2	1.12
SLCO2A1	0.88
SLCO2B1	0.89
SLFN14	1.12
SLITRK1	1.13
SLX4IP	1.13
SMARCA1	1.13
SMARCAL1	0.88
SMARCD2	1.12
SMARCE1	1.12
SMIM31	1.19
SMIM38	0.88
SMIM7	1.12
SMLR1	1.18
SMTNL2	1.14
SND1	1.14
SNRNP27	0.89
SNRPA	1.12
SNW1	1.13
SNX3	1.12
SNX6	1.12
SOAT1	0.9
SOD1	1.11
SOD2	0.88
SOX21	0.89
SP7	1.13
SPAM1	0.74
SPATA18	1.12
SPATA25	1.13
SPATA31E1	1.15
SPATA46	1.18
SPCS1	1.14
SPDYE1	0.89
SPEF1	1.12
SPG11	0.88
SPG21	0.88
SPRR2E	1.12
SPSB4	1.12
SPTB	0.88
SPTBN5	0.88
SREK1	0.88
SRGN	0.88
SRSF11	0.9
SSMEM1	0.87
SSPN	1.14
SSTR4	0.86
SSUH2	1.13
ST3GAL3	0.9
ST3GAL6	1.13
ST6GALNAC3	1.13
ST6GALNAC4	1.13
ST6GALNAC6	1.13
STATH	1.18
STIM2	1.11
STK39	0.89
STK40	1.12
STKLD1	1.12
STN1	0.88
STPG3	1.14
STUM	1.12
STX17	0.88
STX2	1.13
STX5	0.88
SUCLG2	0.89
SUFU	0.89
SUPT7L	1.13
SUPV3L1	0.89
SURF2	0.89
SUSD3	0.9
SUSD5	1.14
SUZ12	1.11
SV2B	1.12
SVOPL	0.89
SYNE4	0.89
SYNGAP1	0.88
SYP	1.12
SYT11	1.13
SYT14	0.9
SYT3	1.12
TAB1	1.13
TACC3	0.88
TADA1	1.12
TADA2A	0.89
TADA3	1.14
TAF2	1.12
TAMM41	0.89
TAOK3	1.12
TAS2R19	0.89
TAS2R9	1.12
TAT	1.12
TBC1D10B	0.88
TBC1D20	1.13
TBC1D25	0.89
TCAF2C	0.88
TCERG1L	0.88
TCF12	1.13
TCF7	0.88
TCP11X2	1.21
TECPR2	0.89
TEKT1	0.81
TENM3	1.11
TES	0.89
TEX14	1.12
TFAP2A	1.12
TFCP2L1	0.9
TFE3	1.12
TFRC	0.88
TG	0.88
TGM6	1.2
THAP1	1.13
THEM5	1.14
THEM6	1.13
THOC3	0.88
TIAF1	1.12
TLCD3B	1.13
TLR2	1.14
TMA7	1.13
TMBIM1	1.13
TMC3	0.87
TMC5	0.89
TMCO2	1.13
TMCO3	0.89
TMEM132A	1.12
TMEM154	0.88
TMEM161B	1.14
TMEM191B	0.88
TMEM220	1.13
TMEM266	1.11
TMEM270	0.7
TMEM52B	1.13
TMLHE	1.12
TMPRSS11E	0.89
TMPRSS7	0.86
TMX3	1.12
TNFAIP6	0.88
TOP3B	0.88
TP53BP2	0.88
TP53TG3C	1.14
TPBG	1.14
TPP1	1.12
TRAK2	1.13
TRH	1.14
TRHDE	0.9
TRIM35	1.13
TRIM43	1.15
TRIM43B	1.13
TRIM49D2	1.15
TRIM51GP	1.14
TRIM52	0.9
TRIM56	1.13
TRIM61	0.9
TRIM64B	1.21
TRIM65	1.13
TRIM72	0.88
TRIOBP	0.88
TRMT10B	1.14
TRMT13	1.14
TRPC4	1.12
TRPM1	0.89
TRPM5	1.13
TSPO	1.11
TSPY2	1.15
TTC12	0.9
TTC14	0.89
TTC28	1.13
TTI1	0.88
TUBB6	0.89
TUBG1	0.88
TUBGCP3	0.89
TUBGCP4	0.89
TULP4	0.88
TXLNA	1.13
TXNL1	1.14
TXNL4A	1.13
TXNRD3	1.14
TYW3	1.13
UBAP2	0.89
UBB	0.88
UBE2A	1.13
UBE2B	1.13
UBE2D1	1.13
UBE2D4	1.14
UBE2N	1.13
UBE2Q2	1.11
UBE2S	1.13
UBE4A	1.13
UBN1	0.9
UBR7	0.89
UCHL3	1.13
UCKL1	0.88
UFSP1	1.12
UGP2	0.89
UGT1A3	0.83
UGT2A1	0.84
ULBP3	1.13
ULK4	0.88
UNC119	1.13
UNC45A	1.13
UPF3A	0.88
UQCRHL	1.13
URB1	1.12
USP11	0.89
USP13	1.12
USP17L2	1.15
USP32	1.12
USP5	1.12
USP53	0.88
VAMP4	1.13
VCX3A	1.12
VDAC3	1.13
VEPH1	0.88
VEZT	1.13
VIP	0.88
VPS26B	1.13
VPS29	1.14
VPS33A	1.12
VPS41	1.12
VRTN	0.8
VSIG10L2	0.89
VTN	1.13
VWA2	0.89
WAC	0.89
WASHC1	0.88
WBP1	1.13
WDFY1	0.89
WDFY2	1.12
WDR17	1.14
WDR70	0.88
WDR83	1.13
WDR90	1.12
WDR91	1.14
WEE1	1.14
WFDC3	1.14
WIZ	1.13
WNT7A	0.87
WRN	0.88
XAB2	0.88
XBP1	1.13
XRCC3	0.89
YBX3	1.12
YEATS2	0.88
YIPF1	1.13
YME1L1	0.88
YWHAB	1.11
YWHAQ	1.12
YY2	1.12
Z82190.2	1.16
ZBTB47	1.12
ZBTB5	1.13
ZBTB8A	1.14
ZBTB8B	1.12
ZC3H6	0.9
ZCCHC12	1.12
ZDHHC18	0.89
ZDHHC6	0.89
ZDHHC9	1.12
ZFHX4	0.89
ZFP41	1.12
ZFP91.CNTF	0.88
ZIC5	1.13
ZIK1	1.12
ZKSCAN4	0.88
ZKSCAN7	1.12
ZKSCAN8	1.14
ZMAT4	1.13
ZNF157	0.9
ZNF165	1.14
ZNF174	1.12
ZNF185	0.89
ZNF19	0.9
ZNF20	1.14
ZNF202	1.13
ZNF230	0.88
ZNF253	0.9
ZNF256	0.89
ZNF318	1.13
ZNF320	1.12
ZNF384	0.89
ZNF394	0.9
ZNF396	0.89
ZNF398	1.14
ZNF414	1.13
ZNF415	0.89
ZNF416	1.14
ZNF420	1.12
ZNF443	0.89
ZNF460	0.88
ZNF462	0.9
ZNF468	0.88
ZNF471	1.12
ZNF488	1.13
ZNF493	0.9
ZNF510	0.89
ZNF521	0.89
ZNF555	0.89
ZNF563	0.88
ZNF568	1.13
ZNF575	0.88
ZNF577	1.14
ZNF589	0.89
ZNF595	0.88
ZNF599	1.12
ZNF66	0.88
ZNF662	0.88
ZNF671	0.88
ZNF674	0.89
ZNF681	0.88
ZNF689	1.12
ZNF713	0.9
ZNF727	0.88
ZNF782	1.12
ZNF784	1.14
ZNF791	0.88
ZNF804B	1.13
ZNF808	0.89
ZNF814	0.89
ZNF843	1.13
ZNF850	1.14
ZNF865	1.12
ZNF883	1.12
ZNHIT2	1.12
ZSCAN25	0.89
ZSCAN26	1.14
ZSWIM8	0.89
A1BG	1.11
AARS2	1.09
ABCA8	0.91
ABCC2	0.91
ABCF2	1.1
ABHD1	0.9
ABHD16B	1.11
ABHD17C	1.09
ABI3	0.91
ABL1	1.1
ABL2	0.91
AC002310.4	0.86
AC004832.3	1.1
AC006064.6	0.91
AC008397.2	1.12
AC008750.7	0.91
AC008770.1	0.86
AC009879.2	1.18
AC010542.3	1.11
AC010616.1	1.12
AC011455.2	0.91
AC011498.4	1.11
AC022137.3	1.18
AC027644.4	0.92
AC037459.1	0.9
AC068547.1	1.1
AC068946.1	1.1
AC069503.2	1.1
AC073896.1	1.1
AC091167.2	1.09
AC092042.3	0.9
AC092835.1	1.11
AC093827.5	0.9
AC097625.1	1.1
AC113554.1	0.79
AC135050.2	1.09
AC135178.3	1.11
AC142391.1	0.9
ACAA1	1.11
ACADM	0.91
ACAP3	1.1
ACOT1	0.9
ACP5	1.11
ACTC1	0.92
ACTN2	0.9
ADAM29	0.88
ADAM32	0.91
ADAMTS1	0.91
ADAMTS3	1.1
ADAMTS9	0.91
ADCY3	0.92
ADGRA3	1.1
ADGRL4	0.91
ADNP2	1.1
ADRA2A	0.9
ADRA2B	0.91
AFTPH	0.9
AHRR	0.91
AK2	0.9
AKR1B15	0.91
AKR1E2	0.9
AKT1	1.1
AL031708.1	0.91
AL117348.2	1.11
AL136295.4	1.11
AL354822.1	1.1
AL355102.2	1.13
AL445423.3	0.92
ALDH1A2	0.9
ALDH2	0.91
ALDOC	1.09
ALG6	0.91
ALG8	1.1
ALG9	1.09
ALPK3	0.91
AMFR	0.9
AMN1	1.09
AMZ2	1.1
ANAPC1	0.91
ANAPC15	0.9
ANAPC16	1.09
ANAPC4	0.92
ANKLE1	1.1
ANKRD40	1.1
ANKRD6	1.11
ANKRD65	1.1
ANXA13	1.11
ANXA2	0.92
ANXA8L1	0.91
AP000812.4	1.09
AP002373.1	0.91
AP2A2	0.91
AP2B1	1.09
AP3D1	0.91
AP3S2	1.09
AP4S1	1.1
APBB2	0.91
APC	0.91
APC2	1.1
APOBEC3C	0.9
APOBEC3F	0.91
APOBEC3G	0.91
APOLD1	1.09
AREG	0.92
ARFRP1	1.1
ARHGAP19	1.1
ARHGEF25	1.11
ARHGEF7	1.1
ARID2	0.91
ARL14EPL	1.1
ARMCX4	0.91
ARMH4	1.09
ARRDC2	1.09
ARSI	1.1
ART5	1.1
ASAP2	1.1
ASB3	0.91
ASF1A	1.1
ASTN1	0.91
ASTN2	1.1
ATAD5	0.91
ATCAY	1.11
ATE1	1.1
ATF7IP2	0.9
ATL1	1.09
ATM	0.91
ATP10A	0.92
ATP13A2	0.91
ATP6AP1L	1.1
ATR	0.92
ATXN1L	1.1
AUH	0.9
AVPR1A	1.1
B3GALT5	0.9
B4GALNT1	1.1
B4GALNT2	1.11
BAIAP3	0.91
BBS4	0.92
BBS7	1.11
BBX	1.09
BCL2L10	1.11
BCL2L11	1.1
BECN1	1.11
BIVM.ERCC5	1.1
BLID	0.91
BMERB1	0.9
BMP2	1.1
BMP8A	0.92
BMPR1A	0.91
BNC2	0.92
BOLA2.SMG1P6	0.91
BPNT1	1.1
BRAF	0.91
BRD9	1.1
BRSK2	0.92
BTBD6	1.09
BTRC	1.09
BUD13	0.91
BVES	1.09
C10orf88	1.1
C11orf96	0.9
C14orf28	1.1
C14orf39	0.91
C17orf113	1.11
C18orf25	0.9
C19orf44	1.11
C1orf122	1.11
C1orf216	1.09
C1orf87	0.88
C1orf94	1.13
C1QTNF4	1.1
C20orf194	0.9
C21orf91	1.1
C2CD4C	1.09
C2orf16	0.91
C2orf78	1.15
C3orf20	0.92
C6orf141	0.91
C6orf201	1.11
C6orf89	0.9
C7orf61	1.1
CACNA1G	0.91
CACNA1S	0.91
CALHM5	1.1
CALML4	0.9
CALML5	1.1
CALU	1.11
CAPN10	0.91
CAPN12	0.91
CAPN5	1.11
CAPRIN2	0.9
CAPZA1	1.11
CASC3	0.9
CASKIN2	1.11
CASP2	0.91
CASP9	0.92
CCDC136	1.11
CCDC153	0.9
CCDC181	1.1
CCDC198	1.13
CCDC58	1.11
CCDC60	0.88
CCDC68	0.91
CCDC82	1.11
CCDC89	0.91
CCKAR	1.13
CCL11	0.9
CCL20	1.1
CCL7	1.11
CCN6	1.09
CCNB2	1.1
CCNY	1.09
CCP110	0.91
CD101	0.9
CD151	1.1
CD207	0.91
CD81	1.11
CD82	0.9
CDC23	1.11
CDC42BPG	1.1
CDC42SE1	0.91
CDKAL1	0.91
CDKL1	0.9
CDKN2B	1.1
CDR1	1.12
CEACAM5	0.9
CEACAM6	1.11
CEBPD	1.11
CELA2B	1.14
CELF1	1.11
CELF4	1.09
CELF5	1.1
CENPF	0.9
CENPV	1.1
CEP170	0.9
CEP192	0.91
CEP295	0.91
CEP63	0.91
CEP72	1.09
CEP76	0.92
CEP78	0.91
CERK	0.9
CES3	0.91
CFAP251	0.9
CFAP58	0.91
CFAP97D1	0.9
CFAP99	0.9
CFDP1	1.1
CHFR	0.91
CHGA	1.09
CHIC2	1.11
CHMP1A	1.11
CHRM4	1.1
CHRNA9	1.11
CHUK	1.11
CIC	0.9
CIDEA	0.91
CIDEB	0.9
CIP2A	0.91
CISD1	1.11
CKAP2	1.09
CKB	1.11
CLCA4	1.11
CLCN2	0.92
CLCN5	1.1
CLDN14	0.91
CLDN16	1.11
CLDN23	1.11
CLDN24	1.1
CLDND2	0.91
CLEC2L	0.91
CLEC4A	0.91
CLEC5A	1.09
CLK1	0.9
CLK3	0.91
CLUL1	1.1
CNGA4	0.91
CNN2	1.09
CNOT1	0.91
CNTN2	1.11
COBL	0.91
COL18A1	0.91
COL26A1	1.1
COPB2	1.1
COPG1	0.91
CORO6	0.9
CORO7.PAM16	0.91
COX5B	0.91
CPLANE1	0.91
CPNE9	0.9
CRACR2B	0.9
CREB3L4	1.09
CRELD1	1.09
CRH	0.75
CRIM1	0.91
CRY1	1.1
CRYBG3	0.92
CRYGN	0.91
CSDC2	0.92
CSTB	1.09
CTH	0.9
CTNNA1	0.91
CTNNBL1	0.91
CTPS2	0.92
CTSK	0.9
CTSZ	0.91
CTXND1	1.11
CUL4A	0.91
CXCL1	0.92
CXCL17	1.1
CXCR3	0.9
CXorf38	1.11
CYP24A1	0.91
CYP2A6	1.11
CYP2C9	1.11
CYP3A43	0.9
CYP3A5	0.91
CYP4F8	0.87
CYP8B1	0.89
DALRD3	1.09
DBH	0.91
DCAF4	0.91
DCAF4L1	1.11
DCLK3	1.11
DCLRE1B	0.91
DCSTAMP	0.92
DDB2	0.9
DDX20	0.92
DDX56	1.1
DEFB103A	0.89
DEFB124	1.1
DEFB126	1.13
DFFA	1.1
DGKK	0.91
DHRS4L2	0.91
DHX57	0.91
DIDO1	0.92
DIS3	1.11
DKK1	1.1
DKK4	1.12
DLST	1.11
DMRT3	0.91
DMTN	1.09
DNA2	0.9
DNAJC11	0.91
DNAJC19	1.11
DNAJC21	0.92
DNAJC22	1.1
DNAJC27	1.1
DNALI1	0.91
DOK3	0.91
DOP1A	0.9
DPH3	1.1
DPP10	1.1
DPP7	1.09
DSC3	0.91
DTNA	1.11
DUS4L.BCAP29	1.1
DUSP22	0.9
DUSP23	1.09
DUSP26	0.91
EAF1	1.1
EBP	1.1
EFCAB9	1.1
EFCC1	0.91
EIF2AK2	0.91
EIF2S3	1.1
EIF3L	1.09
ELAVL3	1.1
ELP1	0.91
EMC1	1.1
EME2	0.9
EN1	1.11
ENG	0.91
ENGASE	1.09
ENPP2	0.91
ENPP4	0.9
EOGT	1.1
EPHA2	1.09
ERCC6L	1.1
EREG	1.11
ERF	1.1
ERN2	1.1
ERVFRD.1	1.1
ESAM	0.9
ESRRB	0.9
ETAA1	1.1
ETFDH	0.91
ETS1	0.91
EVA1C	0.91
EVPL	1.11
EVX1	0.85
EXOSC1	1.09
EYS	1.09
F11R	0.92
F13B	1.1
FABP4	0.91
FADD	1.1
FADS3	0.91
FAIM	1.1
